Draw No,Draw Date,Ball 1,Ball 2,Ball 3,Ball 4,Ball 5,Powerball,Div1,Div2,Div3,Div4,Div5,Div6,Div7,Div8,Div1 No Win,Div2 No Win,Div3 No Win,Div4 No Win,Div5 No Win,Div6 No Win,Div7 No Win,Div8 No Win,Prize Payable,Rollover,Rollover Count,Next Estimated Jackpot,Next Guaranteed Jackpot,Total Sales,Draw Machine,Ball Set,Powerball Draw Machine,Powerbal Ball Set,Gauteng Winners,Western Cape Winners,Northern Cape Winners,Eastern Cape Winners,Mpumalanga Winners,Limpopo Winners,Freestate Winners,KZN Winners,North West Winners
31,09/02/2010,10,18,26,36,45,19,0,174998,17226,303,345,15,18,11,0,15,107,2312,4160,87605,49331,227671,11310302,81332877,22,90000000,0,43760563,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
30,05/02/2010,1,8,21,29,39,20,0,330744,18958,413,396,18,18,11,0,8,98,1708,3657,72834,48977,223966,11313636,73048346,21,80000000,0,44110346,Ndyebokazi,P1,Khensani,PB1,0,0,0,0,0,0,0,0,0
29,02/02/2010,7,25,33,38,42,8,0,788409,30196,476,392,21,17,9,0,3,55,1327,3298,57520,46776,241963,10131254,64697596,20,70000000,0,39430352,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
28,29/01/2010,2,6,39,42,43,3,0,310576,25442,551,489,23,21,11,0,7,60,1052,2432,48681,34745,177663,9273053,57232839,19,60000000,0,36243011,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
27,26/01/2010,2,3,15,21,36,19,0,589750,22184,382,378,17,19,11,0,3,56,1235,2559,51689,31353,147187,7544103,50371493,18,55000000,0,29494920,Mapula,P4,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
26,22/01/2010,7,11,18,19,34,7,0,508033,11890,304,218,14,12,8,0,3,90,1335,3816,52971,43557,172896,6479373,44787663,17,50000000,0,25408005,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
25,19/01/2010,10,16,18,21,38,18,0,1082244,19485,378,397,18,20,11,0,1,39,763,1490,30349,18579,87299,4600254,39977546,16,45000000,0,18041912,Ndyebokazi,P4,Khensani,PB4,0,1,0,0,0,0,0,0,0
24,15/01/2010,1,5,21,42,44,8,0,0,43639,435,330,20,15,9,0,0,45,708,1909,29669,25337,121882,4972078,36561942,15,40000000,0,19232727,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
23,12/01/2010,10,11,18,30,35,7,0,818884,13068,321,233,16,12,8,0,1,44,680,1924,26054,22156,94407,3498440,32920898,14,35000000,0,13651484,Ndyebokazi,P2,Khensani,PB2,0,0,0,0,0,0,0,0,0
22,08/01/2010,6,15,27,39,45,19,0,209865,21831,340,374,18,18,11,0,4,27,658,1229,24032,15509,71839,3614230,30336467,13,32000000,0,13994519,Mapula,P4,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
21,05/01/2010,1,8,31,43,44,11,0,260614,20332,567,450,23,19,10,0,3,27,368,951,17361,13770,69305,3321395,27687095,12,29000000,0,13033965,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
20,01/01/2010,17,21,24,32,37,10,0,254226,14875,352,376,18,17,10,0,2,24,385,739,14313,9863,46293,2167071,25219570,11,27000000,0,8476338,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
19,29/12/2009,18,27,32,38,42,20,0,215241,21591,330,412,17,19,11,0,4,28,695,1143,25020,15131,73274,3684621,23614872,10,25000000,0,14353013,Ndyebokazi,P2,Khensani,PB4,0,0,0,0,0,0,0,0,0
18,22/12/2009,2,14,27,39,42,10,0,47230,14739,309,343,19,17,9,0,16,36,652,1206,20299,14969,74409,3211245,20897631,9,23000000,0,12597854,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
17,18/12/2009,5,8,11,28,34,15,0,362580,15912,305,329,15,16,10,0,2,32,634,1206,23942,14953,66416,3087026,18512668,8,21000000,0,12089052,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
16,15/12/2009,7,29,31,32,39,13,0,379027,31311,586,411,21,17,9,0,2,17,345,1010,18464,14728,74398,3215323,16224029,7,19000000,0,12637394,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
15,11/12/2009,10,20,22,23,35,17,0,141844,17172,372,400,16,20,12,0,5,29,509,969,22521,12047,55518,3051648,13831581,6,17000000,0,11823350,Ndyebokazi,P2,Khensani,PB3,0,0,0,0,0,0,0,0,0
14,08/12/2009,13,16,37,39,42,7,0,706615,8860,423,288,19,13,7,0,1,56,446,1341,18639,17940,85482,2963376,11593243,5,15000000,0,11779862,Mapula,P3,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
13,04/12/2009,17,23,27,38,43,4,0,67409,13350,233,352,15,19,11,0,11,39,849,1151,25598,13211,60119,3161406,9363139,4,13000000,0,12361576,Ndyebokazi,P4,Khensani,PB2,0,0,0,0,0,0,0,0,0
12,01/12/2009,5,8,25,41,45,13,0,786355,23006,433,324,20,16,9,0,1,24,484,1327,20216,17031,82287,3395418,7022907,3,10000000,0,13109208,Mapula,P1,Suikerbossie,PB1,0,0,0,0,0,0,0,0,0
11,27/11/2009,12,18,31,37,45,16,0,385527,16919,332,385,17,19,11,0,2,32,619,1095,22773,13868,63204,3285422,4541137,2,8000000,0,12854128,Ndyebokazi,P4,Khensani,PB3,0,0,0,0,0,0,0,0,0
10,24/11/2009,1,18,19,32,42,9,0,667817,27583,596,433,24,19,10,0,1,17,299,843,14416,11975,63934,2892800,2107658,1,6000000,0,11133076,Mapula,P1,Suikerbossie,PB4,0,0,0,0,0,0,0,0,0
9,20/11/2009,12,16,28,42,44,4,6950136,231303,15226,277,301,15,17,11,1,3,32,669,1259,24050,14129,60284,9959616,0,0,3500000,0,11568067,Ndyebokazi,P4,Khensani,PB1,0,1,0,0,0,0,0,0,0
8,17/11/2009,1,9,23,41,43,3,0,716957,25171,551,495,23,22,12,0,1,20,347,793,15746,11121,54552,3065553,4760127,2,7000000,0,11952283,Mapula,P1,Suikerbossie,PB3,0,0,0,0,0,0,0,0,0
7,13/11/2009,32,35,38,39,43,19,0,395651,19159,442,485,21,23,13,0,2,29,478,893,18978,11892,57015,3404543,2497381,1,5000000,0,13191671,Ndyebokazi,P3,Khensani,PB4,0,0,0,0,0,0,0,0,0
6,10/11/2009,12,20,22,28,33,14,7147812,759830,8468,265,196,13,12,8,1,1,63,764,2117,30121,21088,84793,10381491,0,0,3500000,0,12667000,Ndyebokazi,P2,Khensani,PB1,0,1,0,0,0,0,0,0,0
5,06/11/2009,10,17,23,31,42,19,0,262076,20447,414,448,21,20,11,0,3,27,506,959,19222,13542,65174,3368829,4749759,2,7500000,0,13107118,Ndyebokazi,P3,Khensani,PB3,0,0,0,0,0,0,0,0,0
4,03/11/2009,18,24,27,36,40,11,0,359372,21942,357,337,17,18,10,0,2,23,537,1166,21791,13628,63675,3060562,2268385,1,6000000,0,11982068,Ndyebokazi,P1,Khensani,PB3,0,0,0,0,0,0,0,0,0
3,30/10/2009,11,14,16,30,31,8,12483280,786834,20462,387,258,17,12,8,1,1,27,542,1666,23158,21177,92714,15851692,0,0,5000000,0,13117188,Ndyebokazi,P3,Khensani,PB2,0,1,0,0,0,0,0,0,0
2,27/10/2009,5,15,17,31,37,3,0,280013,14044,363,391,19,19,11,0,2,28,411,783,15144,10103,46720,2402217,10000000,1,15000000,0,9336117,Mapula,P2,Suikerbossie,PB2,0,0,0,0,0,0,0,0,0
1,23/10/2009,12,15,20,36,38,6,30000000,787377,13821,358,354,15,19,12,1,1,40,586,1215,25854,13954,62777,33386375,0,0,10000000,30000000,13126232,Mapula,P1,Suikerbossie,PB4,0,1,0,0,0,0,0,0,0
